show_id,type,title ,director,cast,date_added,release_year,rating,duration,listed_in,genre,country
s1534,TV Show,Break It All The History Of Rock In Latin America,Picky Talarico,Unknown,2020-12-16,2020,TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows",Docuseries,Other
s1535,Movie,Bwakaw,Jun Lana,"Eddie Garcia, Princess, Rez Cortez",2020-12-16,2012,TV-MA,110 min,"Dramas, International Movies, LGBTQ Movies",Dramas,Philippines
s1536,TV Show,How To Ruin Christmas,Unknown,Unknown,2020-12-16,2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows,South Africa
s1537,Movie,Incarnate,Brad Peyton,"Aaron Eckhart, Carice Van Houten, Catalina Sandino Moreno",2020-12-16,2016,PG-13,87 min,"Horror Movies, Thrillers",Horror Movies,United States
s1538,Movie,Lee Daniels The Butler,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack",2020-12-16,2013,PG-13,132 min,Dramas,Dramas,United States
s1539,TV Show,Marvel Anime Wolverine,Unknown,"Rikiya Koyama, Romi Park, Fumiko Orikasa",2020-12-16,2011,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series,United States
s1540,TV Show,Marvel Anime X-Men,Unknown,"Toshiyuki Morikawa, Rikiya Koyama, Katsunosuke Hori",2020-12-16,2011,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series,Japan
s1541,Movie,Nocturnal Animals,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon",2020-12-16,2016,R,117 min,"Dramas, Thrillers",Dramas,United States
s1542,TV Show,The Ripper,Ellena Wood,Unknown,2020-12-16,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows,United Kingdom
s1543,Movie,Vir Das Outside In - The Lockdown Special,Vir Das,Vir Das,2020-12-16,2020,TV-MA,50 min,Stand-Up Comedy,Stand-Up Comedy,India
s1544,TV Show,Black Ink Crew New York,Unknown,"Ceaser Emanuel, Dutchess Lattimore, Puma Robinson",2020-12-15,2014,TV-14,2 Seasons,Reality TV,Reality TV,United States
s1545,Movie,Grizzlies,Miranda De,"Ben Schnetzer, Emerald Macdonald, Booboo Stewart",2020-12-15,2018,R,106 min,"Dramas, Independent Movies, Sports Movies",Dramas,Canada
s1546,TV Show,Pup Academy,Unknown,"Christian Convery, Don Lake, Chance Hurstfield",2020-12-15,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies",Kids' TV,United States
s1547,TV Show,Song Exploder,Unknown,Hrishikesh Hirway,2020-12-15,2020,TV-MA,2 Seasons,Docuseries,Docuseries,United States
s1548,TV Show,Teen Mom 2,Unknown,"Jenelle Evans, Chelsea Houska, Kailyn Lowry",2020-12-15,2011,TV-14,2 Seasons,Reality TV,Reality TV,United States
s1549,TV Show,The Challenge,Unknown,"Jamie Chung, Landon Lueck, Diem Brown",2020-12-15,2006,TV-14,2 Seasons,Reality TV,Reality TV,United States
s1550,Movie,The Professor And The Madman,Farhad Safinia,"Mel Gibson, Sean Penn, Natalie Dormer",2020-12-15,2019,TV-14,125 min,"Dramas, Independent Movies",Dramas,Ireland
s1551,Movie,A California Christmas,Shaun Paul,"Lauren Swickard, Josh Swickard, Ali Afshar",2020-12-14,2020,PG-13,107 min,"Comedies, Romantic Movies",Comedies,United States
s1552,TV Show,Hilda,Unknown,"Bella Ramsey, Ameerah Falzon-Ojo, Oliver Nelson",2020-12-14,2021,TV-Y7,2 Seasons,Kids' TV,Kids' TV,United Kingdom
s1553,TV Show,Tiny Pretty Things,Unknown,"Lauren Holly, Kylie Jefferson, Casimere Jollette",2020-12-14,2020,TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers",TV Dramas,United States
s1554,Movie,The Netflix Afterparty The Best Shows Of The Worst Year,Unknown,"David Spade, London Hughes, Fortune Feimster",2020-12-13,2020,TV-MA,59 min,Comedies,Comedies,United States
s1555,TV Show,Children Of Adam,Unknown,"Maguy Bou Ghosn, Daniella Rahme, Maxim Khalil",2020-12-12,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",International TV Shows,Lebanon
s1556,TV Show,Grizzy Et Les Lemmings,Unknown,"Pierre-Alain De Garrigues, Josselin Charier",2020-12-12,2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies",Kids' TV,France
s1557,Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff",2020-12-11,2020,TV-Y,28 min,Children and Family Movies,Children and Family Movies,Other
s1558,Movie,Canvas,Frank E.,Unknown,2020-12-11,2020,G,9 min,"Children and Family Movies, Dramas",Children and Family Movies,United States
s1559,Movie,Giving Voice,James D.,"Viola Davis, Denzel Washington, Stephen Henderson",2020-12-11,2020,PG-13,91 min,Documentaries,Documentaries,United States
s1560,TV Show,The Mess You Leave Behind,Unknown,"Inma Cuesta, Barbara Lennie, Tamar Novas",2020-12-11,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows,Spain
s1561,Movie,The Prom,Ryan Murphy,"Meryl Streep, James Corden, Nicole Kidman",2020-12-11,2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music and Musicals",Comedies,United States
s1562,Movie,Torbaaz,Girish Malik,"Sanjay Dutt, Nargis Fakhri, Rahul Dev",2020-12-11,2020,TV-MA,133 min,"Dramas, International Movies, Sports Movies",Dramas,India
s1563,TV Show,Alice In Borderland,Unknown,"Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami",2020-12-10,2020,TV-MA,1 Season,"International TV Shows, TV Action and Adventure, TV Mysteries",International TV Shows,Japan
s1564,Movie,Funny Boy,Deepa Mehta,"Brandon Ingram, Nimmi Harasgama, Ali Kazmi",2020-12-10,2020,TV-MA,109 min,"Dramas, LGBTQ Movies",Dramas,Canada
s1565,TV Show,Futmalls.Com,Lai Chun-Yu,"Bryan Chang, Eugenie Liu, Bruce He",2020-12-10,2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows,Other
s1566,Movie,Just The Way You Are,Theodore Boborol,"Enrique Gil, Liza Soberano, Yves Flores",2020-12-10,2016,TV-G,107 min,"International Movies, Romantic Movies",International Movies,Philippines
s1567,Movie,Shes The One,Mae Czarina,"Bea Alonzo, Dingdong Dantes, Enrique Gil",2020-12-10,2013,TV-14,111 min,"Dramas, International Movies, Romantic Movies",Dramas,Philippines
s1568,Movie,The Panti Sisters,Jun Lana,"Paolo Ballesteros, Martin Del Rosario, Christian Bables",2020-12-10,2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",Comedies,Philippines
s1569,Movie,Kalel 15,Jun Lana,"Elijah Canlas, Eddie Garcia, Jaclyn Jose",2020-12-09,2019,TV-MA,105 min,"Dramas, Independent Movies, International Movies",Dramas,Philippines
s1570,TV Show,Masameer Classics,Unknown,"Malik Nejer, Abdulaziz Alshehri",2020-12-09,2013,TV-14,4 Seasons,"International TV Shows, TV Comedies",International TV Shows,Saudi Arabia
s1571,TV Show,Once Upon A Time,Unknown,"Ruby, Mohamed Farraag, Ahmed Dawood",2020-12-09,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows,Egypt
s1572,Movie,Rose Island,Sydney Sibilia,"Elio Germano, Matilda De Angelis, Tom Wlaschiha",2020-12-09,2020,TV-14,119 min,"Comedies, Dramas, International Movies",Comedies,Italy
s1573,TV Show,The Big Show Show,Unknown,"Paul Wight, Allison Munn, Reylynn Caster",2020-12-09,2020,TV-G,2 Seasons,"Kids' TV, TV Comedies",Kids' TV,United States
s1574,TV Show,The Expanding Universe Of Ashley Garcia,Unknown,"Paulina Chavez, Jencarlos Canela",2020-12-09,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",Kids' TV,United States
s1575,TV Show,The Surgeons Cut,Unknown,Unknown,2020-12-09,2020,TV-14,1 Season,"Docuseries, Science and Nature TV",Docuseries,United States
s1576,Movie,Andra and His Olive Tree,Josiah Ng,Andra Chiang,2020-12-08,2020,TV-PG,104 min,"Documentaries, International Movies",Documentaries,Singapore
s1577,Movie,Bobbleheads The Movie,Kirk Wise,"Jennifer Coolidge, Karen Fukuhara, Khary Payton",2020-12-08,2020,PG,83 min,"Children and Family Movies, Comedies",Children and Family Movies,United States
s1578,Movie,Emicida Amarelo - It’S All For Yesterday,Unknown,Emicida,2020-12-08,2020,TV-MA,90 min,"Documentaries, International Movies, Music and Musicals",Documentaries,Brazil
s1579,TV Show,Juman,Unknown,"Nour Al Ghandour, Muhanad Al-Hamdi, Huda El Khateib",2020-12-08,2019,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows,Kuwait
s1580,TV Show,Mr. Iglesias,Unknown,"Gabriel Iglesias, Sherri Shepherd, Jacob Vargas",2020-12-08,2020,TV-14,3 Seasons,"TV Comedies, Teen TV Shows",TV Comedies,United States
s1581,Movie,Spirit Riding Free Ride Along Adventure,Beth Sleven,"Amber Frank, Bailey Gambertoglio, Sydney Park",2020-12-08,2020,TV-Y7,79 min,Children and Family Movies,Children and Family Movies,United States
s1582,Movie,Super Monsters Santa’S Super Monster Helpers,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews",2020-12-08,2020,TV-Y,24 min,Children and Family Movies,Children and Family Movies,Other
s1583,Movie,Triple 9,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie",2020-12-08,2016,R,115 min,"Dramas, Thrillers",Dramas,United States
s1584,TV Show,100 Days My Prince,Unknown,"Doh Kyung-Soo, Nam Ji-Hyun, Cho Seong-Ha",2020-12-07,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows,South Korea
s1585,Movie,Ava,Tate Taylor,"Jessica Chastain, Colin Farrell, John Malkovich",2020-12-07,2020,R,97 min,"Action and Adventure, Dramas",Action and Adventure,United States
s1586,TV Show,Manhunt Deadly Games,Unknown,"Cameron Britton, Jack Huston, Judith Light",2020-12-07,2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows,Other
s1587,TV Show,Room 2806 The Accusation,Jalil Lespert,Unknown,2020-12-07,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows,France
s1588,TV Show,Detention,Su I-Hsuan,"Li Lingwei, Han Ning, Huang Guanzhi",2020-12-05,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",International TV Shows,Taiwan
s1589,Movie,Mighty Express A Mighty Christmas,Clint Butler,"Jay Hatton, Zoe Hatz, Meesha Contreras",2020-12-05,2020,TV-Y,26 min,Children and Family Movies,Children and Family Movies,Canada
s1590,TV Show,Bhaag Beanie Bhaag,Unknown,"Swara Bhasker, Dolly Singh, Ravi Patel",2020-12-04,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,India
s1591,TV Show,Big Mouth,Unknown,"Nick Kroll, John Mulaney, Jessi Klein",2020-12-04,2020,TV-MA,4 Seasons,TV Comedies,TV Comedies,United States
s1592,Movie,Captain Underpants Mega Blissmas,Erik Kling,"Nat Faxon, Jay Gragnani, Ramone Hamilton",2020-12-04,2020,TV-Y7,46 min,"Children and Family Movies, Comedies",Children and Family Movies,United States
s1593,Movie,Christmas Crossfire,Detlev Buck,"Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak",2020-12-04,2020,TV-MA,106 min,"Comedies, International Movies, Thrillers",Comedies,Germany
s1594,TV Show,Kings Of Joburg,Unknown,"Shona Ferguson, Zolisa Xaluva, Tsholofelo Matshaba",2020-12-04,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows,South Africa
s1595,Movie,Leyla Everlasting,Unknown,"Demet Akba, Haluk Bilginer, Elain Sangu",2020-12-04,2020,TV-MA,113 min,"Comedies, International Movies",Comedies,Turkey
s1596,Movie,Mank,David Fincher,"Gary Oldman, Amanda Seyfried, Charles Dance",2020-12-04,2020,R,133 min,"Dramas, Independent Movies",Dramas,United States
s1597,TV Show,The Great British Baking Show Holidays,Unknown,"Paul Hollywood, Prue Leith, Sandi Toksvig",2020-12-04,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV",British TV Shows,Other
s1598,Movie,You Are My Home,Amanda Raymond,"Alyssa Milano, Angel Parker, Cristian De La Fuente",2020-12-04,2020,TV-PG,93 min,"Children and Family Movies, Dramas",Children and Family Movies,United States
s1599,Movie,Between Maybes,Jason Paul,"Gerald Anderson, Julia Barretto, Yayo Aguila",2020-12-03,2019,TV-14,108 min,"Dramas, International Movies, Romantic Movies",Dramas,Philippines
s1600,Movie,Break,Marc Fouchard,"Sabrina Ouazani, Kavin Mischel, Hassam Ghancy",2020-12-03,2018,TV-MA,96 min,"Comedies, Dramas, International Movies",Comedies,France
s1601,Movie,Chico Bon Bon And The Very Berry Holiday,Darragh Oconnell,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco",2020-12-03,2020,TV-Y,25 min,Children and Family Movies,Children and Family Movies,Other
s1602,Movie,Just Another Christmas,Roberto Santucci,"Leandro Hassum, Elisa Pinheiro, Danielle Winits",2020-12-03,2020,TV-MA,101 min,"Comedies, International Movies",Comedies,Brazil
s1603,Movie,Must Be Love,Dado C.,"Kathryn Bernardo, Daniel Padilla, Liza Soberano",2020-12-03,2013,TV-14,106 min,"Comedies, Dramas, International Movies",Comedies,Philippines
s1604,TV Show,Alien Worlds,Unknown,Unknown,2020-12-02,2020,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",British TV Shows,United Kingdom
s1605,Movie,Ari Eldjarn Pardon My Icelandic,August Jakobsson,Ari Eldjarn,2020-12-02,2020,TV-MA,54 min,Stand-Up Comedy,Stand-Up Comedy,Iceland
s1606,TV Show,Check The Store Next Door The Next Chapter,Unknown,"Ernest Prakasa, Chew Kin Wah, Dion Wiyoko",2020-12-02,2020,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",International TV Shows,Indonesia
s1607,Movie,Fierce,Anna Wieczur-Bluszcz,"Katarzyna Sawczuk, Maciej Zakościelny, Anita Sokołowska",2020-12-02,2020,TV-MA,118 min,"Comedies, Dramas, International Movies",Comedies,Poland
s1608,Movie,Hazel Brugger Tropical,Unknown,Hazel Brugger,2020-12-02,2020,TV-MA,58 min,Stand-Up Comedy,Stand-Up Comedy,Germany
s1609,Movie,3 Days To Kill,Mcg,"Kevin Costner, Amber Heard, Hailee Steinfeld",2020-12-01,2014,PG-13,117 min,Action and Adventure,Action and Adventure,United States
s1610,Movie,Angelas Christmas Wish,Damien O’Connor,"Lucy O'Connell, Brendan Mullins, Ruth Negga",2020-12-01,2020,TV-Y,48 min,Children and Family Movies,Children and Family Movies,United States
s1611,Movie,Angels and Demons,Ron Howard,"Tom Hanks, Ewan Mcgregor, Ayelet Zurer",2020-12-01,2009,PG-13,139 min,Thrillers,Thrillers,United States
s1612,TV Show,Are You The One,Unknown,Ryan Devlin,2020-12-01,2014,TV-14,2 Seasons,Reality TV,Reality TV,United States
s1613,Movie,Chef,Jon Favreau,"Jon Favreau, Sofaa Vergara, John Leguizamo",2020-12-01,2014,R,115 min,"Comedies, Independent Movies",Comedies,United States
s1614,Movie,Effie Gray,Richard Laxton,"Dakota Fanning, Emma Thompson, Julie Walters",2020-12-01,2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies",Dramas,United Kingdom
s1615,TV Show,Gormiti,Unknown,"Dermot Arrigan, Jenny Beacraft, Stephanie Figueira",2020-12-01,2018,TV-Y,1 Season,Kids' TV,Kids' TV,Spain
s1616,TV Show,Ink Master,Unknown,"Dave Navarro, Chris Nuaez, Oliver Peck",2020-12-01,2012,TV-14,2 Seasons,Reality TV,Reality TV,United States
s1617,Movie,Monster House,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke",2020-12-01,2006,PG,91 min,"Children and Family Movies, Comedies",Children and Family Movies,United States
s1618,Movie,Natalie Palamides Nate - A One Man Show,Phil Burgers,Natalie Palamides,2020-12-01,2020,TV-MA,60 min,Comedies,Comedies,United States
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen",2020-12-01,2015,TV-Y,4 Seasons,"British TV Shows, Kids' TV",British TV Shows,United States
s1620,TV Show,Oddbods,Unknown,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn",2020-12-01,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",Kids' TV,United Kingdom
s1621,Movie,Peppermint,Pierre Morel,"Jennifer Garner, John Ortiz, John Gallagher Jr.",2020-12-01,2018,R,102 min,Action and Adventure,Action and Adventure,Hong Kong
s1622,Movie,Quigley Down Under,Simon Wincer,"Tom Selleck, Laura San Giacomo, Alan Rickman",2020-12-01,1990,PG-13,120 min,Action and Adventure,Action and Adventure,Australia
s1623,TV Show,Stargate Sg-1,Unknown,"Richard Dean Anderson, Michael Shanks, Amanda Tapping",2020-12-01,2006,TV-MA,10 Seasons,"Classic and Cult TV, TV Action and Adventure, TV Sci-Fi and Fantasy",Classic and Cult TV,United States
s1624,TV Show,The Bachelorette,Unknown,Unknown,2020-12-01,2010,TV-14,1 Season,"Reality TV, Romantic TV Shows",Reality TV,United States
s1625,Movie,The Da Vinci Code,Ron Howard,"Tom Hanks, Audrey Tautou, Ian Mckellen",2020-12-01,2006,PG-13,149 min,Thrillers,Thrillers,United States
s1626,TV Show,The Guest,Unknown,"Kim Dong-Wook, Kim Jae-Uk, Jung Eun-Chae",2020-12-01,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",International TV Shows,South Korea
s1627,Movie,The Happytime Murders,Brian Henson,"Melissa Mccarthy, Elizabeth Banks, Maya Rudolph",2020-12-01,2018,R,91 min,"Action and Adventure, Comedies",Action and Adventure,United States
s1628,TV Show,The Holiday Movies That Made Us,Unknown,Unknown,2020-12-01,2020,TV-PG,1 Season,Docuseries,Docuseries,United States
s1629,TV Show,The Repair Shop,Unknown,Unknown,2020-12-01,2018,TV-PG,1 Season,"British TV Shows, Reality TV",British TV Shows,United Kingdom
s1630,Movie,U-Turn,Derick Cabrido,"Kim Chiu, Jm De Guzman, Tony Labrusca",2020-12-01,2020,TV-MA,99 min,"Horror Movies, International Movies",Horror Movies,Philippines
s1631,Movie,Finding Agnes,Marla M.,"Jelson Bay, Sue Ramirez, Sandy Andolong",2020-11-30,2020,TV-PG,106 min,"Dramas, International Movies",Dramas,Philippines
s1632,Movie,Rust Creek,Jen Mcgowan,"Hermione Corfield, Jay Paulson, Sean O'Bryan",2020-11-30,2018,R,108 min,Thrillers,Thrillers,United States
s1633,Movie,Spookley And The Christmas Kittens,Bernie Denk,"Vlasta Vrana, Sonja Ball, Craig Francis",2020-11-30,2019,TV-Y,45 min,Children and Family Movies,Children and Family Movies,United States
s1634,Movie,The 2Nd,Brian Skiba,"Ryan Phillippe, Casper Van Dien, Jack Griffo",2020-11-30,2020,TV-MA,93 min,Action and Adventure,Action and Adventure,United States
s1635,TV Show,The Uncanny Counter,Unknown,"Cho Byeong-Kyu, Yu Jun-Sang, Kim Se-Jeong",2020-11-29,2020,TV-14,1 Season,"International TV Shows, TV Action and Adventure, TV Dramas",International TV Shows,South Korea
s1636,Movie,A Go Go Cory Carson Christmas,Stanley Moore,"Alan C. Lim, Taron C. Hensley, Maisie Benson",2020-11-27,2020,TV-Y,22 min,Children and Family Movies,Children and Family Movies,United States
s1637,Movie,Dance Dreams Hot Chocolate Nutcracker,Oliver Bokelberg,Debbie Allen,2020-11-27,2020,TV-PG,81 min,"Children and Family Movies, Documentaries",Children and Family Movies,United States
s1638,Movie,Don’T Listen,Angel Gomez,"Rodolfo Sancho, Ana Fernandez, Raman Barea",2020-11-27,2020,TV-MA,98 min,"Horror Movies, International Movies",Horror Movies,Spain
s1639,TV Show,Fabulous Lives Of Bollywood Wives,Unknown,Unknown,2020-11-27,2020,TV-MA,1 Season,"International TV Shows, Reality TV",International TV Shows,India
s1640,TV Show,Heartbreak High,Unknown,"Callan Mulvey, Lara Cox, Emma Roche",2020-11-27,1999,TV-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",International TV Shows,Australia
s1641,TV Show,Over Christmas,Unknown,"Luke Mockridge, Seyneb Saleh, Cristina Do Rego",2020-11-27,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,Germany
s1642,TV Show,Sugar Rush Christmas,Unknown,"Hunter March, Candace Nelson, Adriano Zumbo",2020-11-27,2020,TV-14,2 Seasons,Reality TV,Reality TV,United States
s1643,Movie,The Beast,Ludovico Di,"Fabrizio Gifuni, Lino Musella, Monica Piseddu",2020-11-27,2020,TV-MA,100 min,"Action and Adventure, International Movies",Action and Adventure,Italy
s1644,Movie,The Call,Lee Chung-Hyun,"Park Shin-Hye, Jun Jong-Seo, Kim Sung-Ryoung",2020-11-27,2020,TV-MA,112 min,"International Movies, Thrillers",International Movies,South Korea
s1645,Movie,Fantastica,Barry Gonzalez,"Vice Ganda, Richard Gutierrez, Dingdong Dantes",2020-11-26,2018,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies",Comedies,Philippines
s1646,Movie,Larry The Cable Guy Remain Seated,Brian Volk-Weiss,Larry The Cable Guy,2020-11-26,2020,TV-14,68 min,Stand-Up Comedy,Stand-Up Comedy,United States
s1647,Movie,Mosul,Matthew Michael,"Suhail Dabbach, Adam Bessa, Is'Haq Elias",2020-11-26,2020,TV-MA,103 min,"Action and Adventure, Dramas, International Movies",Action and Adventure,United States
s1648,Movie,Unexpectedly Yours,Cathy Garcia-Molina,"Sharon Cuneta, Robin Padilla, Julia Barretto",2020-11-26,2017,TV-14,121 min,"Comedies, International Movies, Romantic Movies",Comedies,Philippines
